QUERY_ID,QUERY_TEXT,DATABASE_NAME,SCHEMA_NAME,QUERY_TYPE,SESSION_ID,USER_NAME,ROLE_NAME,WAREHOUSE_NAME,WAREHOUSE_SIZE,WAREHOUSE_TYPE,CLUSTER_NUMBER,QUERY_TAG,EXECUTION_STATUS,ERROR_CODE,ERROR_MESSAGE,START_TIME,END_TIME,TOTAL_ELAPSED_TIME,BYTES_SCANNED,ROWS_PRODUCED,COMPILATION_TIME,EXECUTION_TIME,QUEUED_PROVISIONING_TIME,QUEUED_REPAIR_TIME,QUEUED_OVERLOAD_TIME,TRANSACTION_BLOCKED_TIME,OUTBOUND_DATA_TRANSFER_CLOUD,OUTBOUND_DATA_TRANSFER_REGION,OUTBOUND_DATA_TRANSFER_BYTES,INBOUND_DATA_TRANSFER_CLOUD,INBOUND_DATA_TRANSFER_REGION,INBOUND_DATA_TRANSFER_BYTES,CREDITS_USED_CLOUD_SERVICES,LIST_EXTERNAL_FILE_TIME,RELEASE_VERSION,EXTERNAL_FUNCTION_TOTAL_INVOCATIONS,EXTERNAL_FUNCTION_TOTAL_SENT_ROWS,EXTERNAL_FUNCTION_TOTAL_RECEIVED_ROWS,EXTERNAL_FUNCTION_TOTAL_SENT_BYTES,EXTERNAL_FUNCTION_TOTAL_RECEIVED_BYTES,IS_CLIENT_GENERATED_STATEMENT
01a2e353-0b02-c8a1-0001-255606476f72,describe integration ""TEST_EDP_RELTIOLOADER"",,,DESCRIBE,322526295091266,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:23:17.972 -0500,2022-03-12 20:23:18.068 -0500,96,0,0,89,7,0,0,0,0,,,0,,,0,0.000014000,0,6.7.0,0,0,0,0,0,FALSE
01a2e353-0b02-c54e-0001-255606478862,select 1,,,SELECT,322526295091266,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:23:17.874 -0500,2022-03-12 20:23:17.904 -0500,30,0,0,29,1,0,0,0,0,,,0,,,0,0.000004000,0,6.7.0,0,0,0,0,0,FALSE
01a2e352-0b02-c8a1-0001-255606476f6e,select * from table(result_scan('01a2e352-0b02-c54e-0001-25560647885a')),,,SELECT,322526295091262,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:22:22.712 -0500,2022-03-12 20:22:22.774 -0500,62,0,0,61,1,0,0,0,0,,,0,,,0,0.000009000,0,6.7.0,0,0,0,0,0,FALSE
01a2e352-0b02-c54e-0001-25560647885a,select count(*) as Count from  ""TEST_EDP_RELTIO_DB"".""MDM"".""relation_AccountToOrganization_ov"",,,SELECT,322526295091262,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:22:21.627 -0500,2022-03-12 20:22:21.714 -0500,87,0,0,85,2,0,0,0,0,,,0,,,0,0.000013000,0,6.7.0,0,0,0,0,0,FALSE
01a2e352-0b02-c54e-0001-255606478856,select * from table(result_scan('01a2e352-0b02-c54e-0001-255606478852')),,,SELECT,322526295091262,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:22:21.518 -0500,2022-03-12 20:22:21.557 -0500,39,0,0,38,1,0,0,0,0,,,0,,,0,0.000006000,0,6.7.0,0,0,0,0,0,FALSE
01a2e352-0b02-c54e-0001-255606478852,select count(*) as Count from  ""TEST_EDP_RELTIO_DB"".""MDM"".""relation_AccountToOrganization_source"",,,SELECT,322526295091262,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:22:20.428 -0500,2022-03-12 20:22:20.560 -0500,132,0,0,131,1,0,0,0,0,,,0,,,0,0.000020000,0,6.7.0,0,0,0,0,0,FALSE
01a2e352-0b02-c8a1-0001-255606476f6a,describe integration ""TEST_EDP_RELTIOLOADER"",,,DESCRIBE,322526295091258,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:22:20.173 -0500,2022-03-12 20:22:20.213 -0500,40,0,0,34,6,0,0,0,0,,,0,,,0,0.000006000,0,6.7.0,0,0,0,0,0,FALSE
01a2e352-0b02-c54e-0001-25560647884e,select 1,,,SELECT,322526295091258,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:22:20.088 -0500,2022-03-12 20:22:20.123 -0500,35,0,0,34,1,0,0,0,0,,,0,,,0,0.000005000,0,6.7.0,0,0,0,0,0,FALSE
01a2e352-0b02-c8a1-0001-255606476f66,select * from table(result_scan('01a2e352-0b02-c8a1-0001-255606476f62')),,,SELECT,322526295091254,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,TEST_EDP_RELTIO_WH,X-Small,STANDARD,1,,SUCCESS,,,2022-03-12 20:22:19.592 -0500,2022-03-12 20:22:19.776 -0500,184,0,1,113,69,0,0,0,0,,,0,,,0,0.000021000,2,6.7.0,0,0,0,0,0,FALSE
01a2e352-0b02-c8a1-0001-255606476f62,"INSERT INTO ""TEST_EDP_RELTIO_DB"".""MDM"".""relation_AccountToOrganization_ov""(""uri"", ""timestamp"", ""deleted"", ""linked"", ""json"") SELECT ""uri"", ""timestamp"", ""deleted"", ""linked"", ""TEST_EDP_RELTIO_DB"".""MDM"".SINGLE_VALUE_TRANSFORMATION(""json"") FROM ""TEST_EDP_RELTIO_DB"".""MDM"".""relation_AccountToOrganization_source""",,,INSERT,322526295091254,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,TEST_EDP_RELTIO_WH,X-Small,STANDARD,1,,SUCCESS,,,2022-03-12 20:22:16.425 -0500,2022-03-12 20:22:18.627 -0500,2202,5395968,32095,208,1994,0,0,0,0,,,0,,,0,0.000044000,0,6.7.0,0,0,0,0,0,FALSE
01a2e352-0b02-c8a1-0001-255606476f5e,use warehouse ""TEST_EDP_RELTIO_WH"",,,USE,322526295091254,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:22:16.370 -0500,2022-03-12 20:22:16.406 -0500,36,0,0,27,9,0,0,0,0,,,0,,,0,0.000005000,0,6.7.0,0,0,0,0,0,FALSE
01a2e352-0b02-c54e-0001-25560647884a,"CREATE OR REPLACE FUNCTION ""TEST_EDP_RELTIO_DB"".""MDM"".SINGLE_VALUE_TRANSFORMATION(json object)
returns object
language javascript
strict
as '
clearAttributes(JSON.attributes);
clearCrosswalks(JSON.crosswalks);
return JSON;

function clearAttributes(attributes) {
    outerLoop:
    for (let key in attributes) {
        let attribute = attributes[key];
        let values = [];
        let references = [];
        if (attribute.length > 0) {
            for (let i in attribute) {
                if (attribute[i].ov === true) {
                    if (attribute[i].refEntity) {
                        references.push({ ""refEntity"": { ""objectURI"": attribute[i].refEntity.objectURI } });
                    }
                    if (attribute[i].refRelation) {
                        references.push({ ""refRelation"": { ""objectURI"": attribute[i].refRelation.objectURI } });
                    }
                    let value = attribute[i].value;
                    if (typeof value === ""object"") {
                        values.push(clearAttributes(value));
                    } else {
                        let newAttribute = {};
                        newAttribute[key] = value;
                        Object.assign(attributes, newAttribute);
                        continue outerLoop;

                    }
                }
            }
        }
        attribute.length = 0;
        for (let j in values) {
            let atts = values[j];
            for (let k in references) {
                Object.assign(atts, references[k]);
            }
            attribute.push(atts);
        }

    }
    return attributes;
}
function clearCrosswalks(crosswalks) {
    if (crosswalks.length > 0) {
        let newCrosswalks = [];
        for (let i in crosswalks) {
            let oldCrosswalk = crosswalks[i];
            let newCrosswalk = {};
            newCrosswalk[""type""] = oldCrosswalk[""type""];
            newCrosswalk[""value""] = oldCrosswalk[""value""];
            newCrosswalks.push(newCrosswalk);
        }
        crosswalks.length = 0;
        for (let j in newCrosswalks) {
            let crosswalk = newCrosswalks[j];
            crosswalks.push(crosswalk);
        }
    }

    return crosswalks;
}
';",,,CREATE,322526295091254,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:22:16.277 -0500,2022-03-12 20:22:16.355 -0500,78,0,0,43,35,0,0,0,0,,,0,,,0,0.000012000,0,6.7.0,0,0,0,0,0,FALSE
01a2e352-0b02-c54e-0001-255606478846,describe integration ""TEST_EDP_RELTIOLOADER"",,,DESCRIBE,322526295091250,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:22:15.964 -0500,2022-03-12 20:22:16.000 -0500,36,0,0,31,5,0,0,0,0,,,0,,,0,0.000005000,0,6.7.0,0,0,0,0,0,FALSE
01a2e352-0b02-c54e-0001-255606478842,select 1,,,SELECT,322526295091250,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:22:15.904 -0500,2022-03-12 20:22:15.947 -0500,43,0,0,42,1,0,0,0,0,,,0,,,0,0.000006000,0,6.7.0,0,0,0,0,0,FALSE
01a2e351-0b02-c8a1-0001-255606476f5a,select * from table(result_scan('01a2e351-0b02-c8a1-0001-255606476f56')),,,SELECT,322526295091246,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:21:21.069 -0500,2022-03-12 20:21:21.103 -0500,34,0,0,33,1,0,0,0,0,,,0,,,0,0.000005000,0,6.7.0,0,0,0,0,0,FALSE
01a2e351-0b02-c8a1-0001-255606476f56,select count(*) as Count from  ""TEST_EDP_RELTIO_DB"".""MDM"".""relation_AccountToIndividual_ov"",,,SELECT,322526295091246,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:21:19.999 -0500,2022-03-12 20:21:20.087 -0500,88,0,0,87,1,0,0,0,0,,,0,,,0,0.000013000,0,6.7.0,0,0,0,0,0,FALSE
01a2e351-0b02-c54e-0001-25560647883a,select * from table(result_scan('01a2e351-0b02-c8a1-0001-255606476f52')),,,SELECT,322526295091246,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:21:19.952 -0500,2022-03-12 20:21:19.982 -0500,30,0,0,29,1,0,0,0,0,,,0,,,0,0.000004000,0,6.7.0,0,0,0,0,0,FALSE
01a2e351-0b02-c8a1-0001-255606476f52,select count(*) as Count from  ""TEST_EDP_RELTIO_DB"".""MDM"".""relation_AccountToIndividual_source"",,,SELECT,322526295091246,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:21:18.845 -0500,2022-03-12 20:21:19.078 -0500,233,0,0,231,2,0,0,0,0,,,0,,,0,0.000035000,0,6.7.0,0,0,0,0,0,FALSE
01a2e351-0b02-c54e-0001-255606478836,describe integration ""TEST_EDP_RELTIOLOADER"",,,DESCRIBE,322526295110022,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:21:18.615 -0500,2022-03-12 20:21:18.649 -0500,34,0,0,29,5,0,0,0,0,,,0,,,0,0.000005000,0,6.7.0,0,0,0,0,0,FALSE
01a2e351-0b02-c54e-0001-255606478832,select 1,,,SELECT,322526295110022,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:21:18.562 -0500,2022-03-12 20:21:18.591 -0500,29,0,0,28,1,0,0,0,0,,,0,,,0,0.000004000,0,6.7.0,0,0,0,0,0,FALSE
01a2e351-0b02-c8a1-0001-255606476f4e,select * from table(result_scan('01a2e351-0b02-c54e-0001-25560647882e')),,,SELECT,322526295110018,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,TEST_EDP_RELTIO_WH,X-Small,STANDARD,1,,SUCCESS,,,2022-03-12 20:21:18.106 -0500,2022-03-12 20:21:18.344 -0500,238,0,1,126,108,0,0,0,0,,,0,,,0,0.000028000,4,6.7.0,0,0,0,0,0,FALSE
01a2e351-0b02-c54e-0001-25560647882e,"INSERT INTO ""TEST_EDP_RELTIO_DB"".""MDM"".""relation_AccountToIndividual_ov""(""uri"", ""timestamp"", ""deleted"", ""linked"", ""json"") SELECT ""uri"", ""timestamp"", ""deleted"", ""linked"", ""TEST_EDP_RELTIO_DB"".""MDM"".SINGLE_VALUE_TRANSFORMATION(""json"") FROM ""TEST_EDP_RELTIO_DB"".""MDM"".""relation_AccountToIndividual_source""",,,INSERT,322526295110018,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,TEST_EDP_RELTIO_WH,X-Small,STANDARD,1,,SUCCESS,,,2022-03-12 20:21:13.885 -0500,2022-03-12 20:21:17.476 -0500,3591,10810368,104053,173,3418,0,0,0,0,,,0,,,0,0.000037000,0,6.7.0,0,0,0,0,0,FALSE
01a2e351-0b02-c54e-0001-25560647882a,use warehouse ""TEST_EDP_RELTIO_WH"",,,USE,322526295110018,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:21:13.768 -0500,2022-03-12 20:21:13.862 -0500,94,0,0,37,57,0,0,0,0,,,0,,,0,0.000014000,0,6.7.0,0,0,0,0,0,FALSE
01a2e351-0b02-c8a1-0001-255606476f4a,"CREATE OR REPLACE FUNCTION ""TEST_EDP_RELTIO_DB"".""MDM"".SINGLE_VALUE_TRANSFORMATION(json object)
returns object
language javascript
strict
as '
clearAttributes(JSON.attributes);
clearCrosswalks(JSON.crosswalks);
return JSON;

function clearAttributes(attributes) {
    outerLoop:
    for (let key in attributes) {
        let attribute = attributes[key];
        let values = [];
        let references = [];
        if (attribute.length > 0) {
            for (let i in attribute) {
                if (attribute[i].ov === true) {
                    if (attribute[i].refEntity) {
                        references.push({ ""refEntity"": { ""objectURI"": attribute[i].refEntity.objectURI } });
                    }
                    if (attribute[i].refRelation) {
                        references.push({ ""refRelation"": { ""objectURI"": attribute[i].refRelation.objectURI } });
                    }
                    let value = attribute[i].value;
                    if (typeof value === ""object"") {
                        values.push(clearAttributes(value));
                    } else {
                        let newAttribute = {};
                        newAttribute[key] = value;
                        Object.assign(attributes, newAttribute);
                        continue outerLoop;

                    }
                }
            }
        }
        attribute.length = 0;
        for (let j in values) {
            let atts = values[j];
            for (let k in references) {
                Object.assign(atts, references[k]);
            }
            attribute.push(atts);
        }

    }
    return attributes;
}
function clearCrosswalks(crosswalks) {
    if (crosswalks.length > 0) {
        let newCrosswalks = [];
        for (let i in crosswalks) {
            let oldCrosswalk = crosswalks[i];
            let newCrosswalk = {};
            newCrosswalk[""type""] = oldCrosswalk[""type""];
            newCrosswalk[""value""] = oldCrosswalk[""value""];
            newCrosswalks.push(newCrosswalk);
        }
        crosswalks.length = 0;
        for (let j in newCrosswalks) {
            let crosswalk = newCrosswalks[j];
            crosswalks.push(crosswalk);
        }
    }

    return crosswalks;
}
';",,,CREATE,322526295110018,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:21:13.577 -0500,2022-03-12 20:21:13.736 -0500,159,0,0,97,62,0,0,0,0,,,0,,,0,0.000024000,0,6.7.0,0,0,0,0,0,FALSE
01a2e351-0b02-c8a1-0001-255606476f46,describe integration ""TEST_EDP_RELTIOLOADER"",,,DESCRIBE,322526295091242,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:21:13.118 -0500,2022-03-12 20:21:13.189 -0500,71,0,0,66,5,0,0,0,0,,,0,,,0,0.000011000,0,6.7.0,0,0,0,0,0,FALSE
01a2e351-0b02-c8a1-0001-255606476f42,select 1,,,SELECT,322526295091242,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:21:13.070 -0500,2022-03-12 20:21:13.098 -0500,28,0,0,27,1,0,0,0,0,,,0,,,0,0.000004000,0,6.7.0,0,0,0,0,0,FALSE
01a2e350-0b02-c8a1-0001-255606476f3e,select * from table(result_scan('01a2e350-0b02-c8a1-0001-255606476f3a')),,,SELECT,322526295091238,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:20:22.543 -0500,2022-03-12 20:20:22.760 -0500,217,0,0,216,1,0,0,0,0,,,0,,,0,0.000033000,0,6.7.0,0,0,0,0,0,FALSE
01a2e350-0b02-c8a1-0001-255606476f3a,select count(*) as Count from  ""TEST_EDP_RELTIO_DB"".""MDM"".""entity_Worker_ov"",,,SELECT,322526295091238,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:20:21.468 -0500,2022-03-12 20:20:21.513 -0500,45,0,0,44,1,0,0,0,0,,,0,,,0,0.000007000,0,6.7.0,0,0,0,0,0,FALSE
01a2e350-0b02-c8a1-0001-255606476f36,select * from table(result_scan('01a2e350-0b02-c8a1-0001-255606476f32')),,,SELECT,322526295091238,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:20:21.415 -0500,2022-03-12 20:20:21.444 -0500,29,0,0,28,1,0,0,0,0,,,0,,,0,0.000004000,0,6.7.0,0,0,0,0,0,FALSE
01a2e350-0b02-c8a1-0001-255606476f32,select count(*) as Count from  ""TEST_EDP_RELTIO_DB"".""MDM"".""entity_Worker_source"",,,SELECT,322526295091238,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:20:20.332 -0500,2022-03-12 20:20:20.398 -0500,66,0,0,65,1,0,0,0,0,,,0,,,0,0.000010000,0,6.7.0,0,0,0,0,0,FALSE
01a2e350-0b02-c54e-0001-255606478822,describe integration ""TEST_EDP_RELTIOLOADER"",,,DESCRIBE,322526295110010,SVC_EDP_RELTIOLOAD_TEST,TEST_EDP_RELTIOLOAD_ROLE,,,STANDARD,,,SUCCESS,,,2022-03-12 20:20:20.069 -0500,2022-03-12 20:20:20.114 -0500,45,0,0,41,4,0,0,0,0,,,0,,,0,0.000007000,0,6.7.0,0,0,0,0,0,FALSE
